年,月,日,時,波高,週期,波向,風速,風向
2024,3,19,22,2.83,5.6,0.0,13.6,16.0
2024,3,19,23,2.9,5.5,22.0,13.6,12.0
2024,3,20,0,2.5,5.6,11.0,14.6,16.0
2024,3,20,1,2.66,5.6,11.0,15.4,16.0
2024,3,20,2,2.57,5.5,22.0,15.3,13.0
2024,3,20,3,3.12,5.9,11.0,16.0,15.0
2024,3,20,4,2.74,5.6,11.0,16.5,12.0
2024,3,20,5,3.21,6.0,11.0,16.2,14.0
2024,3,20,6,3.21,5.9,11.0,17.2,18.0
2024,3,20,7,3.21,5.9,11.0,17.1,16.0
2024,3,20,8,3.16,5.7,11.0,17.3,18.0
2024,3,20,9,2.64,5.3,0.0,16.2,18.0
2024,3,20,10,2.98,5.6,11.0,15.2,15.0
2024,3,20,11,3.03,5.7,11.0,14.8,11.0
2024,3,20,12,2.51,5.1,11.0,14.8,10.0
2024,3,20,13,2.65,5.5,11.0,14.9,4.0
2024,3,20,14,2.69,5.3,22.0,14.4,7.0
2024,3,20,15,2.67,5.6,0.0,15.0,6.0
2024,3,20,16,2.72,5.5,22.0,15.1,9.0
2024,3,20,17,2.88,5.3,11.0,14.7,6.0
2024,3,20,18,2.58,5.3,11.0,14.5,8.0
2024,3,20,19,2.57,5.5,11.0,12.9,12.0
2024,3,20,20,2.22,5.2,22.0,12.3,12.0
2024,3,20,21,2.1,4.9,11.0,11.6,15.0
2024,3,20,22,1.93,4.9,11.0,10.6,14.0
2024,3,20,23,1.62,4.9,11.0,8.7,19.0
2024,3,21,0,1.54,4.7,11.0,7.9,22.0
2024,3,21,1,1.26,4.9,0.0,6.4,22.0
2024,3,21,2,1.17,4.8,0.0,5.4,17.0
2024,3,21,3,1.03,4.8,348.0,4.1,32.0
2024,3,21,4,0.9,4.5,11.0,4.6,30.0
2024,3,21,5,0.81,4.3,0.0,6.0,38.0
2024,3,21,6,0.96,4.3,22.0,6.0,49.0
2024,3,21,7,0.93,4.4,22.0,5.3,42.0
2024,3,21,8,0.9,4.5,11.0,5.0,40.0
2024,3,21,9,0.84,4.3,348.0,4.5,24.0
2024,3,21,10,0.85,4.4,11.0,2.8,15.0
2024,3,21,11,0.78,4.7,0.0,1.9,333.0
2024,3,21,12,0.67,4.4,0.0,2.6,284.0
2024,3,21,13,0.8,4.7,0.0,2.4,267.0
2024,3,21,14,0.64,4.6,0.0,2.7,261.0
2024,3,21,15,0.61,4.7,348.0,3.9,246.0
2024,3,21,16,0.54,4.6,0.0,3.9,258.0
2024,3,21,17,0.59,4.9,0.0,1.9,252.0
2024,3,21,18,0.71,4.7,348.0,1.6,300.0
2024,3,21,19,0.82,4.7,0.0,1.9,311.0
2024,3,21,20,0.91,4.6,348.0,1.5,297.0
2024,3,21,22,0.74,4.5,0.0,2.3,197.0
2024,3,21,23,0.81,4.8,0.0,3.7,197.0
2024,3,22,0,0.74,4.6,22.0,4.1,189.0
2024,3,22,1,0.61,4.5,0.0,2.9,189.0
2024,3,22,2,0.59,4.4,11.0,2.8,182.0
2024,3,22,3,0.59,4.5,11.0,2.4,218.0
2024,3,22,4,0.58,4.6,11.0,1.3,149.0
2024,3,22,5,0.57,4.6,11.0,1.4,138.0
2024,3,22,6,0.52,4.5,0.0,3.2,139.0
2024,3,22,7,0.51,4.6,22.0,3.3,145.0
2024,3,22,8,0.54,4.6,33.0,3.8,156.0
2024,3,22,9,0.48,4.7,22.0,2.1,180.0
2024,3,22,10,0.42,4.4,45.0,1.4,176.0
2024,3,22,11,0.46,4.6,33.0,1.8,200.0
2024,3,22,12,0.44,4.7,22.0,3.8,229.0
2024,3,22,13,0.38,4.7,0.0,4.2,229.0
2024,3,22,14,0.37,4.8,11.0,4.3,223.0
2024,3,22,15,0.34,4.8,22.0,4.3,238.0
2024,3,22,16,0.36,4.8,0.0,3.3,241.0
2024,3,22,17,0.39,4.7,348.0,2.6,244.0
2024,3,22,18,0.33,4.6,326.0,2.2,278.0
2024,3,22,19,0.35,4.6,0.0,1.5,268.0
2024,3,22,20,0.39,4.6,11.0,2.6,264.0
2024,3,22,21,0.37,4.5,45.0,2.1,249.0
2024,3,22,22,0.33,4.6,33.0,1.3,280.0
2024,3,22,23,0.4,4.9,33.0,1.2,351.0
2024,3,23,4,0.34,4.7,348.0,1.3,81.0
2024,3,23,5,0.28,4.5,258.0,3.5,136.0
2024,3,23,6,0.26,4.4,281.0,4.8,142.0
2024,3,23,7,0.31,4.8,22.0,5.1,148.0
2024,3,23,8,0.3,4.8,33.0,4.3,157.0
2024,3,23,9,0.29,4.7,270.0,3.9,158.0
2024,3,23,10,0.35,4.7,270.0,2.0,237.0
2024,3,23,11,0.32,4.7,292.0,3.8,256.0
2024,3,23,12,0.34,4.8,0.0,4.4,260.0
2024,3,23,13,0.42,4.0,303.0,7.9,237.0
2024,3,23,14,0.86,3.6,247.0,9.0,233.0
2024,3,23,15,1.22,4.0,247.0,9.1,234.0
2024,3,23,16,1.21,4.1,236.0,8.6,238.0
2024,3,23,17,1.16,4.1,236.0,8.3,249.0
2024,3,23,18,1.14,4.0,236.0,6.9,252.0
2024,3,23,19,0.89,4.0,236.0,4.2,257.0
2024,3,23,20,0.81,3.8,236.0,3.6,244.0
2024,3,23,21,0.75,3.8,247.0,1.8,185.0
2024,3,23,22,0.62,3.7,258.0,2.6,174.0
2024,3,23,23,0.49,3.6,247.0,3.7,180.0
2024,3,24,0,0.44,3.5,270.0,4.3,199.0
2024,3,24,1,0.4,3.7,303.0,4.2,205.0
2024,3,24,2,0.36,3.5,292.0,2.4,221.0
2024,3,24,3,0.35,3.6,270.0,2.4,184.0
2024,3,24,4,0.32,3.6,281.0,2.0,187.0
2024,3,24,5,0.31,3.6,281.0,3.1,168.0
2024,3,24,6,0.29,3.6,281.0,3.0,182.0
2024,3,24,7,0.29,3.6,11.0,3.7,159.0
2024,3,24,8,0.31,3.8,303.0,2.9,147.0
2024,3,24,9,0.33,4.1,247.0,2.4,181.0
2024,3,24,10,0.33,4.0,258.0,2.5,211.0
2024,3,24,11,0.29,4.2,281.0,4.1,222.0
2024,3,24,12,0.28,4.1,0.0,5.0,221.0
2024,3,24,13,0.3,4.3,270.0,5.6,232.0
2024,3,24,14,0.29,3.7,337.0,5.8,239.0
2024,3,24,15,0.34,3.3,247.0,5.2,239.0
2024,3,24,16,0.4,3.0,258.0,5.1,235.0
2024,3,24,17,0.37,3.2,258.0,4.5,241.0
2024,3,24,18,0.38,3.4,258.0,3.2,252.0
2024,3,24,19,0.35,3.4,236.0,2.3,280.0
2024,3,24,21,0.4,3.6,270.0,1.9,237.0
2024,3,24,22,0.35,3.6,22.0,2.8,221.0
2024,3,24,23,0.32,3.7,337.0,3.1,211.0
2024,3,25,0,0.3,3.9,281.0,3.3,202.0
2024,3,25,1,0.26,4.1,247.0,4.1,210.0
2024,3,25,2,0.24,4.3,258.0,4.7,206.0
2024,3,25,3,0.22,4.5,337.0,3.8,192.0
2024,3,25,4,0.23,4.0,337.0,3.7,190.0
2024,3,25,6,0.21,3.6,281.0,4.0,185.0
2024,3,25,7,0.3,3.9,33.0,5.1,187.0
2024,3,25,8,0.31,3.5,258.0,4.6,193.0
2024,3,25,9,0.4,3.4,258.0,4.7,196.0
2024,3,25,10,0.39,3.6,258.0,4.8,204.0
2024,3,25,11,0.43,3.6,270.0,5.3,227.0
2024,3,25,12,0.47,4.2,258.0,6.2,244.0
2024,3,25,13,0.41,3.6,247.0,6.8,247.0
2024,3,25,14,0.42,3.5,270.0,6.7,248.0
2024,3,25,15,0.48,3.1,270.0,5.8,255.0
2024,3,25,16,0.59,3.2,281.0,6.1,256.0
2024,3,25,17,0.56,3.2,258.0,5.0,224.0
2024,3,25,18,0.64,3.6,281.0,4.6,212.0
2024,3,25,19,0.55,3.4,281.0,5.0,193.0
2024,3,25,20,0.55,3.4,258.0,5.1,197.0
2024,3,25,21,0.5,3.5,258.0,5.3,204.0
2024,3,25,22,0.49,3.5,258.0,5.0,198.0
2024,3,25,23,0.45,3.7,281.0,4.7,185.0
2024,3,26,0,0.41,3.7,247.0,5.2,168.0
2024,3,26,1,0.31,3.7,258.0,5.1,161.0
2024,3,26,2,0.28,3.8,270.0,4.7,171.0
2024,3,26,3,0.26,3.8,270.0,3.6,219.0
2024,3,26,4,0.25,3.9,270.0,3.8,198.0
2024,3,26,5,0.21,3.7,270.0,3.1,253.0
2024,3,26,6,0.26,3.7,292.0,4.2,269.0
2024,3,26,7,0.25,3.9,270.0,5.1,306.0
2024,3,26,8,0.3,3.3,348.0,4.9,332.0
2024,3,26,9,0.43,3.1,22.0,5.0,359.0
2024,3,26,10,0.51,3.2,22.0,7.1,13.0
2024,3,26,11,0.85,3.5,33.0,8.3,25.0
2024,3,26,12,1.4,4.0,11.0,10.1,6.0
2024,3,26,13,2.01,4.7,11.0,10.5,359.0
2024,3,26,14,1.86,5.0,11.0,12.0,359.0
2024,3,26,15,2.37,5.6,22.0,12.6,3.0
2024,3,26,16,2.61,5.8,0.0,12.5,1.0
2024,3,26,17,2.77,6.0,11.0,12.6,6.0
2024,3,26,18,2.65,5.8,11.0,12.9,7.0
2024,3,26,19,2.51,6.1,0.0,12.2,10.0
2024,3,26,20,2.46,5.9,0.0,11.4,19.0
2024,3,26,21,2.61,6.1,33.0,10.1,22.0
2024,3,26,22,2.48,6.0,22.0,10.0,12.0
2024,3,26,23,2.66,5.9,33.0,10.6,7.0
2024,3,27,0,2.45,5.7,22.0,11.6,9.0
2024,3,27,1,2.68,5.8,22.0,11.1,9.0
2024,3,27,2,2.41,5.5,22.0,10.9,12.0
2024,3,27,3,2.14,5.3,11.0,11.6,8.0
2024,3,27,4,2.25,5.5,11.0,11.7,12.0
2024,3,27,5,2.2,5.5,22.0,11.6,13.0
2024,3,27,6,2.2,5.5,11.0,10.7,16.0
2024,3,27,7,2.08,5.3,11.0,10.3,19.0
2024,3,27,8,2.3,5.6,0.0,10.2,17.0
2024,3,27,9,2.12,5.5,11.0,9.6,18.0
2024,3,27,10,2.2,5.6,22.0,9.0,30.0
2024,3,27,11,2.16,5.5,22.0,8.7,4.0
2024,3,27,12,1.97,5.6,22.0,8.3,2.0
2024,3,27,13,1.93,5.2,22.0,8.1,358.0
2024,3,27,14,1.55,5.0,11.0,8.2,4.0
2024,3,27,15,1.53,5.0,22.0,8.3,358.0
2024,3,27,16,1.44,4.7,0.0,8.0,9.0
2024,3,27,17,1.43,4.7,11.0,8.5,6.0
2024,3,27,18,1.25,4.6,0.0,7.6,5.0
2024,3,27,20,1.25,5.1,22.0,5.0,37.0
2024,3,27,21,1.23,5.0,22.0,3.6,32.0
2024,3,27,22,1.26,5.1,33.0,1.8,51.0
2024,3,28,1,0.97,5.0,45.0,2.3,229.0
2024,3,28,2,0.86,5.0,33.0,3.8,245.0
2024,3,28,3,0.9,5.1,22.0,3.0,283.0
2024,3,28,4,0.68,4.9,22.0,2.8,286.0
2024,3,28,5,0.63,4.9,33.0,2.5,132.0
2024,3,28,6,0.6,5.0,11.0,3.3,198.0
2024,3,28,7,0.55,4.9,22.0,3.4,180.0
2024,3,28,8,0.52,4.9,22.0,3.1,190.0
2024,3,28,9,0.54,5.2,22.0,3.6,192.0
2024,3,28,10,0.56,5.1,22.0,4.7,270.0
2024,3,28,11,0.59,4.9,22.0,3.3,287.0
2024,3,28,12,0.61,4.6,33.0,1.8,154.0
2024,3,28,13,0.6,4.3,22.0,2.4,261.0
2024,3,28,14,0.59,4.3,22.0,3.7,241.0
2024,3,28,15,0.54,4.7,0.0,3.7,222.0
2024,3,28,16,0.39,4.2,0.0,5.8,254.0
2024,3,28,17,0.44,4.0,11.0,6.6,260.0
2024,3,28,18,0.43,3.5,292.0,7.5,269.0
2024,3,28,19,0.41,3.2,292.0,7.1,271.0
2024,3,28,20,0.48,3.7,0.0,4.2,247.0
2024,3,28,21,0.33,3.4,292.0,3.7,191.0
2024,3,28,22,0.28,3.7,33.0,1.8,190.0
2024,3,28,23,0.32,3.8,22.0,1.2,149.0
2024,3,29,0,0.34,4.5,33.0,2.2,167.0
2024,3,29,1,0.37,5.3,33.0,1.8,196.0
2024,3,29,2,0.28,4.7,22.0,2.2,199.0
2024,3,29,3,0.33,5.2,45.0,1.5,247.0
2024,3,29,4,0.29,4.8,348.0,3.0,294.0
2024,3,29,5,0.28,4.5,348.0,3.8,324.0
2024,3,29,6,0.23,3.9,0.0,4.6,3.0
2024,3,29,8,0.46,3.3,33.0,5.3,29.0
2024,3,29,9,0.64,3.7,22.0,5.3,33.0
2024,3,29,10,0.67,3.8,33.0,5.9,26.0
2024,3,29,11,0.65,3.8,33.0,5.4,15.0
2024,3,29,12,0.77,4.1,22.0,5.8,16.0
2024,3,29,13,0.76,3.8,22.0,5.8,10.0
2024,3,29,14,0.76,3.9,33.0,5.6,9.0
2024,3,29,15,0.76,3.9,11.0,5.0,17.0
2024,3,29,16,0.78,4.1,11.0,5.1,17.0
2024,3,29,17,0.74,4.0,11.0,4.7,27.0
2024,3,29,18,0.79,4.2,22.0,4.2,28.0
2024,3,29,19,0.72,4.2,11.0,3.9,33.0
2024,3,29,20,0.75,4.4,22.0,2.9,37.0
2024,3,29,21,0.59,4.5,33.0,2.1,44.0
2024,3,29,22,0.54,4.4,33.0,1.4,38.0
2024,3,30,1,0.57,4.5,45.0,1.5,186.0
2024,3,30,2,0.52,4.4,33.0,2.1,191.0
2024,3,30,3,0.52,4.5,33.0,2.7,211.0
2024,3,30,4,0.48,4.6,33.0,3.0,182.0
2024,3,30,5,0.47,4.7,22.0,2.5,191.0
2024,3,30,6,0.41,4.5,22.0,1.6,224.0
2024,3,30,7,0.38,4.5,33.0,1.2,237.0
2024,3,30,8,0.37,4.3,33.0,5.0,137.0
2024,3,30,9,0.31,4.3,11.0,3.1,127.0
2024,3,30,10,0.33,4.4,33.0,3.1,159.0
2024,3,30,11,0.31,4.2,33.0,3.9,219.0
2024,3,30,12,0.32,4.7,11.0,4.2,250.0
2024,3,30,13,0.29,4.7,45.0,3.3,244.0
2024,3,30,14,0.26,4.4,22.0,3.7,266.0
2024,3,30,15,0.3,4.6,0.0,2.5,242.0
2024,3,30,16,0.22,4.5,22.0,4.3,251.0
2024,3,30,17,0.28,4.7,191.0,4.1,244.0
2024,3,30,18,0.24,3.9,348.0,3.3,239.0
2024,3,30,19,0.27,3.5,292.0,3.2,203.0
2024,3,30,20,0.33,3.2,281.0,3.5,217.0
2024,3,30,21,0.33,3.2,247.0,4.6,195.0
2024,3,30,22,0.26,3.6,33.0,4.3,192.0
2024,3,30,23,0.24,3.7,33.0,4.3,198.0
2024,3,31,0,0.24,3.4,270.0,4.7,208.0
2024,3,31,5,0.24,3.4,281.0,4.7,182.0
2024,3,31,6,0.25,3.2,281.0,5.3,180.0
2024,3,31,7,0.35,3.4,45.0,4.7,213.0
2024,3,31,8,0.26,3.2,258.0,5.3,180.0
2024,3,31,9,0.29,3.2,270.0,5.7,198.0
2024,3,31,10,0.41,3.0,258.0,8.3,212.0
2024,3,31,11,0.69,3.2,258.0,8.9,210.0
2024,3,31,12,1.11,3.6,258.0,8.6,210.0
2024,3,31,13,1.09,3.8,258.0,9.3,217.0
2024,3,31,14,1.05,3.8,236.0,8.8,195.0
2024,3,31,15,0.92,3.8,247.0,7.9,220.0
2024,3,31,17,0.78,3.7,247.0,8.3,225.0
2024,3,31,18,0.78,3.6,258.0,6.8,222.0
2024,3,31,19,0.64,3.6,258.0,5.2,229.0
2024,3,31,20,0.59,3.8,270.0,3.7,235.0
2024,3,31,21,0.48,3.5,258.0,3.2,213.0
2024,3,31,22,0.45,3.4,281.0,1.7,357.0
2024,4,1,0,0.57,3.4,270.0,3.0,170.0
2024,4,1,1,0.45,3.3,258.0,2.4,185.0
2024,4,1,2,0.38,3.3,258.0,2.1,166.0
2024,4,1,3,0.34,3.6,292.0,1.1,39.0
2024,4,1,6,0.31,3.6,303.0,3.5,20.0
2024,4,1,7,0.26,3.6,303.0,3.5,53.0
2024,4,1,8,0.33,3.5,45.0,3.2,43.0
2024,4,1,9,0.38,3.5,33.0,2.9,74.0
2024,4,1,10,0.4,3.6,22.0,1.4,203.0
2024,4,1,11,0.37,3.7,45.0,1.8,247.0
2024,4,1,12,0.48,4.4,45.0,2.2,200.0
2024,4,1,13,0.41,4.1,45.0,3.3,245.0
2024,4,1,14,0.44,4.0,45.0,2.8,266.0
2024,4,1,15,0.57,4.2,45.0,2.3,256.0
2024,4,1,16,0.56,4.3,45.0,1.8,290.0
2024,4,1,17,0.51,4.3,33.0,4.2,289.0
2024,4,1,18,0.56,4.5,33.0,3.9,332.0
2024,4,1,19,0.62,4.6,33.0,2.3,190.0
2024,4,1,20,0.68,4.5,22.0,2.4,171.0
2024,4,1,21,0.63,4.5,22.0,3.3,164.0
2024,4,1,22,0.54,4.6,22.0,3.4,168.0
2024,4,1,23,0.48,4.6,33.0,2.3,226.0
2024,4,2,0,0.56,4.4,22.0,3.7,183.0
2024,4,2,1,0.55,4.8,33.0,2.8,180.0
2024,4,2,2,0.53,4.5,45.0,1.8,206.0
2024,4,2,3,0.57,4.8,33.0,2.3,203.0
2024,4,2,4,0.56,4.3,22.0,2.6,3.0
2024,4,2,5,0.67,4.4,33.0,2.7,16.0
2024,4,2,6,0.67,4.4,33.0,2.3,27.0
2024,4,2,7,0.74,4.4,22.0,1.6,50.0
2024,4,2,8,0.69,4.4,22.0,1.5,92.0
2024,4,2,10,0.64,4.7,22.0,3.2,210.0
2024,4,2,11,0.62,5.0,22.0,4.1,227.0
2024,4,2,12,0.51,4.9,22.0,5.2,235.0
2024,4,2,13,0.4,4.7,11.0,6.1,220.0
2024,4,2,14,0.49,3.9,33.0,8.2,233.0
2024,4,2,15,0.62,3.2,236.0,8.2,231.0
2024,4,2,16,0.65,3.4,270.0,7.0,225.0
2024,4,2,17,0.79,3.5,258.0,7.3,211.0
2024,4,2,18,0.82,3.6,270.0,6.6,196.0
2024,4,2,19,0.78,3.6,258.0,7.6,195.0
2024,4,2,20,0.9,3.6,258.0,8.1,198.0
2024,4,2,21,0.85,3.5,247.0,8.0,198.0
2024,4,2,22,0.87,3.8,247.0,5.9,192.0
2024,4,2,23,0.83,3.9,247.0,5.0,222.0
2024,4,3,0,0.61,3.6,247.0,4.4,209.0
2024,4,3,1,0.58,3.5,258.0,4.7,187.0
2024,4,3,2,0.52,3.5,258.0,4.7,188.0
2024,4,3,3,0.49,3.4,247.0,6.1,184.0
2024,4,3,4,0.47,3.4,247.0,6.2,192.0
2024,4,3,5,0.48,3.4,258.0,6.7,196.0
2024,4,3,6,0.44,3.4,258.0,4.9,169.0
2024,4,3,7,0.39,3.4,270.0,6.5,164.0
2024,4,3,8,0.46,3.7,337.0,6.1,178.0
2024,4,3,9,0.39,3.2,270.0,6.3,192.0
2024,4,3,10,0.43,3.4,270.0,6.2,222.0
2024,4,3,11,0.42,3.2,270.0,6.4,229.0
2024,4,3,12,0.66,3.2,247.0,7.7,229.0
2024,4,3,13,0.81,3.4,258.0,8.4,232.0
2024,4,3,15,0.85,3.5,258.0,9.1,232.0
2024,4,3,16,0.84,3.6,236.0,8.1,230.0
2024,4,3,17,0.84,3.6,270.0,7.4,207.0
2024,4,3,18,0.81,3.7,236.0,7.5,211.0
2024,4,3,19,0.61,3.4,247.0,6.4,215.0
2024,4,3,20,0.63,3.5,258.0,6.3,221.0
2024,4,3,21,0.61,3.7,247.0,6.0,206.0
2024,4,3,22,0.48,3.6,270.0,5.1,211.0
2024,4,3,23,0.45,3.8,270.0,5.3,202.0
2024,4,4,0,0.47,3.6,258.0,5.1,189.0
2024,4,4,1,0.35,3.5,270.0,6.0,176.0
2024,4,4,2,0.35,3.6,258.0,5.9,167.0
2024,4,4,3,0.32,3.4,281.0,5.4,167.0
2024,4,4,4,0.3,3.8,281.0,4.4,169.0
2024,4,4,5,0.31,3.9,270.0,5.0,169.0
2024,4,4,6,0.3,4.1,292.0,4.8,163.0
2024,4,4,7,0.27,4.2,281.0,3.0,149.0
2024,4,4,8,0.3,4.2,45.0,2.1,166.0
2024,4,4,10,0.28,4.3,303.0,2.0,234.0
2024,4,4,11,0.3,4.6,281.0,3.5,249.0
2024,4,4,12,0.28,4.3,281.0,5.1,284.0
2024,4,4,13,0.31,4.2,281.0,5.2,281.0
2024,4,4,14,0.39,3.6,281.0,7.3,352.0
2024,4,4,15,0.58,3.4,11.0,5.7,20.0
2024,4,4,16,0.8,3.7,11.0,6.7,14.0
2024,4,4,17,1.12,4.2,0.0,6.0,16.0
2024,4,4,18,1.24,4.8,0.0,4.7,3.0
2024,4,4,19,1.18,4.8,0.0,4.5,17.0
2024,4,4,20,1.15,4.8,22.0,4.4,14.0
2024,4,4,21,0.98,4.8,11.0,3.1,11.0
2024,4,4,22,1.14,4.6,22.0,10.4,346.0
2024,4,4,23,2.06,5.1,348.0,13.9,343.0
2024,4,5,0,2.17,5.2,22.0,11.0,25.0
2024,4,5,1,1.92,5.4,11.0,7.1,67.0
2024,4,5,2,1.83,5.9,11.0,2.5,47.0
2024,4,5,3,1.61,5.7,0.0,1.3,63.0
2024,4,5,4,1.57,6.1,348.0,1.4,78.0
2024,4,5,6,1.18,5.5,22.0,1.5,280.0
2024,4,5,7,1.82,5.9,11.0,7.8,8.0
2024,4,5,8,1.67,5.3,11.0,8.7,3.0
2024,4,5,9,1.99,5.4,11.0,8.6,11.0
2024,4,5,10,1.68,5.2,11.0,8.4,20.0
2024,4,5,11,1.77,5.2,0.0,8.4,5.0
2024,4,5,12,1.58,5.1,0.0,7.7,360.0
2024,4,5,13,1.79,5.2,0.0,10.5,348.0
2024,4,5,14,1.99,5.2,11.0,11.5,359.0
2024,4,5,15,2.3,5.6,22.0,11.7,358.0
2024,4,5,16,2.13,5.5,11.0,10.6,2.0
2024,4,5,17,2.41,5.6,11.0,11.8,5.0
2024,4,5,18,2.44,5.8,22.0,11.9,29.0
2024,4,5,19,2.25,5.7,22.0,9.8,26.0
2024,4,5,20,2.16,5.8,22.0,7.9,49.0
2024,4,5,21,1.93,5.9,22.0,7.1,356.0
2024,4,5,22,1.91,5.6,11.0,8.9,359.0
2024,4,5,23,1.78,5.3,22.0,8.6,6.0
2024,4,6,0,1.62,5.2,22.0,8.1,7.0
2024,4,6,1,1.57,4.9,11.0,9.5,358.0
2024,4,6,2,1.33,4.8,348.0,8.4,353.0
2024,4,6,3,1.67,5.1,22.0,8.4,38.0
2024,4,6,4,1.52,5.1,22.0,8.0,49.0
2024,4,6,5,1.26,5.2,33.0,6.8,43.0
2024,4,6,6,1.2,4.9,11.0,7.3,31.0
2024,4,6,7,1.32,4.9,22.0,7.9,34.0
2024,4,6,8,1.32,4.9,11.0,7.6,30.0
2024,4,6,9,1.43,5.0,11.0,6.6,9.0
2024,4,6,10,1.4,4.8,11.0,7.5,2.0
2024,4,6,11,1.31,4.6,11.0,9.0,5.0
2024,4,6,12,1.37,4.7,11.0,10.3,5.0
2024,4,6,13,1.4,4.6,22.0,9.0,357.0
2024,4,6,14,1.42,4.8,22.0,8.6,9.0
2024,4,6,15,1.24,4.6,11.0,8.0,360.0
2024,4,6,16,1.47,4.8,0.0,7.9,351.0
2024,4,6,17,1.27,4.6,22.0,7.2,20.0
2024,4,6,18,1.22,4.8,22.0,6.9,28.0
2024,4,6,19,1.25,4.7,22.0,7.0,22.0
2024,4,6,20,1.32,4.9,33.0,6.5,30.0
2024,4,6,21,1.15,4.6,11.0,6.7,22.0
2024,4,6,22,1.25,4.7,11.0,6.9,356.0
2024,4,6,23,1.33,4.7,11.0,7.6,24.0
2024,4,7,0,1.11,4.5,11.0,7.5,18.0
2024,4,7,1,1.3,5.0,11.0,7.2,9.0
2024,4,7,2,1.11,4.7,22.0,6.7,359.0
2024,4,7,3,1.06,4.8,0.0,7.5,33.0
2024,4,7,4,1.18,5.2,22.0,3.4,53.0
2024,4,7,5,0.96,5.1,22.0,3.8,6.0
2024,4,7,6,1.09,5.2,22.0,4.3,24.0
2024,4,7,7,1.12,4.9,33.0,5.5,44.0
2024,4,7,8,1.28,5.0,33.0,5.6,68.0
2024,4,7,9,1.16,5.2,33.0,5.4,35.0
2024,4,7,10,1.16,5.1,33.0,4.0,31.0
2024,4,7,11,1.24,5.0,22.0,4.8,2.0
2024,4,7,12,1.15,4.7,11.0,9.7,1.0
2024,4,7,13,1.32,4.6,0.0,7.9,13.0
2024,4,7,14,1.19,4.6,11.0,7.6,13.0
2024,4,7,15,1.43,4.7,11.0,8.8,18.0
2024,4,7,16,1.44,4.7,0.0,8.2,20.0
2024,4,7,17,1.46,5.0,11.0,7.6,23.0
2024,4,7,18,1.41,5.0,22.0,8.7,23.0
2024,4,7,19,1.56,5.1,22.0,7.4,26.0
2024,4,7,20,1.64,5.2,11.0,5.9,28.0
2024,4,7,21,1.53,5.2,22.0,6.3,23.0
2024,4,7,22,1.55,5.3,33.0,5.3,22.0
2024,4,7,23,1.25,4.9,11.0,5.0,27.0
2024,4,8,0,1.18,4.9,22.0,4.6,11.0
2024,4,8,1,1.09,4.9,11.0,3.9,23.0
2024,4,8,2,0.94,4.9,0.0,3.6,20.0
2024,4,8,3,0.98,4.8,11.0,4.2,9.0
2024,4,8,4,0.84,4.6,348.0,4.8,18.0
2024,4,8,5,0.99,4.8,0.0,4.3,16.0
2024,4,8,6,1.06,4.7,0.0,5.7,357.0
2024,4,8,7,1.11,4.8,11.0,4.0,15.0
2024,4,8,8,1.14,4.9,11.0,4.6,12.0
2024,4,8,9,1.17,4.8,22.0,4.1,10.0
2024,4,8,10,1.13,4.9,33.0,3.4,354.0
2024,4,8,11,1.2,5.3,33.0,3.0,3.0
2024,4,8,12,1.06,4.8,22.0,2.4,21.0
2024,4,8,13,1.04,4.9,0.0,3.5,360.0
2024,4,8,16,0.79,4.5,11.0,6.2,331.0
2024,4,8,20,0.78,4.2,33.0,6.5,36.0
2024,4,9,0,1.37,4.3,22.0,10.2,17.0
2024,4,9,4,2.25,5.4,11.0,14.1,20.0
2024,4,9,8,2.76,5.9,11.0,13.4,21.0
2024,4,9,12,3.06,5.9,11.0,13.8,15.0
2024,4,9,16,2.42,5.5,11.0,13.6,10.0
2024,4,9,20,3.15,6.3,11.0,12.2,12.0
2024,4,10,0,2.38,5.8,11.0,9.3,23.0
2024,4,10,4,1.74,5.2,0.0,8.4,12.0
2024,4,10,8,1.88,5.7,11.0,6.1,36.0
2024,4,10,12,1.82,5.3,11.0,7.0,352.0
2024,4,10,16,1.73,5.3,348.0,6.8,341.0
2024,4,10,20,1.79,5.3,348.0,7.8,2.0
2024,4,11,0,1.98,5.7,22.0,4.5,354.0
2024,4,11,4,1.39,5.0,11.0,7.1,349.0
2024,4,11,8,1.46,5.0,0.0,5.9,8.0
2024,4,11,12,1.54,5.2,22.0,5.7,12.0
2024,4,11,16,1.18,4.7,11.0,5.5,12.0
2024,4,11,20,0.9,4.9,11.0,5.6,9.0
2024,4,12,4,0.76,4.9,22.0,4.1,338.0
2024,4,12,12,0.6,5.0,22.0,3.5,218.0
2024,4,12,16,0.48,5.4,11.0,3.1,278.0
2024,4,12,20,0.38,4.8,11.0,1.7,164.0
2024,4,13,0,0.4,5.4,11.0,2.9,232.0
2024,4,13,8,0.37,5.3,22.0,2.0,13.0
2024,4,13,12,0.49,3.9,22.0,4.6,7.0
2024,4,13,16,0.61,4.1,11.0,4.6,351.0
2024,4,13,20,0.63,4.3,11.0,1.1,12.0
2024,4,14,0,0.5,4.3,11.0,1.7,359.0
2024,4,14,4,0.67,4.8,33.0,2.4,335.0
2024,4,14,8,0.65,4.6,22.0,2.0,316.0
2024,4,14,12,0.51,4.6,11.0,3.6,308.0
2024,4,14,20,0.34,4.9,11.0,4.1,185.0
